97,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Semifinal,11 Oct 2018 - 8:00,10,LEIBEL Kyla,2001,17,Canada,25.77,774,663
98,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Semifinal,11 Oct 2018 - 8:00,11,WEBB Abbey,2001,17,Australia,25.80,772,660
99,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Semifinal,11 Oct 2018 - 8:00,12,ANTONIOU Kalia,2000,18,Cyprus,25.95,758,645
100,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Semifinal,11 Oct 2018 - 8:00,13,LEMA Julieta,2000,18,Argentina,25.99,755,641
101,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Semifinal,11 Oct 2018 - 8:00,14,HEINOLA Nea-Amanda,2000,18,Finland,26.49,713,597
102,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Semifinal,11 Oct 2018 - 8:00,15,PHILLIP Elinah A,2000,18,British Virgin Is.,26.56,707,591
103,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Semifinal,11 Oct 2018 - 8:00,15,SEMIZHON Alena,2003,15,Belarus,26.56,707,665
104,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Prelim,11 Oct 2018 - 1:00,1,SEEMANOVA Barbora,2000,18,Czech Republic,25.44,805,691
105,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Prelim,11 Oct 2018 - 1:00,2,YANG Junxuan,2002,16,China,25.65,785,709
106,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Prelim,11 Oct 2018 - 1:00,2,KLANCAR Neza,2000,18,Slovenia,25.65,785,672
107,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Prelim,11 Oct 2018 - 1:00,4,DOUGLASS Katherine C,2001,17,United States,25.71,780,669
108,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Prelim,11 Oct 2018 - 1:00,5,MC SHARRY Mona,2000,18,Ireland,25.76,775,662
109,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Prelim,11 Oct 2018 - 1:00,6,YAMAMOTO Mayuka,2000,18,Japan,25.80,772,659
110,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Prelim,11 Oct 2018 - 1:00,7,ANTONIOU Kalia,2000,18,Cyprus,25.86,766,653
111,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Prelim,11 Oct 2018 - 1:00,8,WEBB Abbey,2001,17,Australia,25.99,755,643
112,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Prelim,11 Oct 2018 - 1:00,8,KLEVANOVICH Elizaveta,2001,17,Russia,25.99,755,643
113,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Prelim,11 Oct 2018 - 1:00,10,PETKOVA Diana,2000,18,Bulgaria,26.00,754,641
114,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Prelim,11 Oct 2018 - 1:00,11,LEMA Julieta,2000,18,Argentina,26.02,752,639
115,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Prelim,11 Oct 2018 - 1:00,12,HEINOLA Nea-Amanda,2000,18,Finland,26.08,747,633
116,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Prelim,11 Oct 2018 - 1:00,13,KOEHLER Angelina,2000,18,Germany,26.15,741,627
117,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Prelim,11 Oct 2018 - 1:00,14,LEIBEL Kyla,2001,17,Canada,26.19,738,625
118,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Prelim,11 Oct 2018 - 1:00,15,FIEDKIEWICZ Kornelia,2001,17,Poland,26.21,736,624
